id,"frame","x [nm]","y [nm]","z [nm]"
87,173,2815840474.283215,147654259.731318,0
88,174,2773445571.734073,99516199.321403,0
89,177,2055066366.109708,22144298.439989,0
90,178,1949491926.949531,9258538.525620,0
91,181,296630311.529325,-164795458.180571,0
92,182,505670092.351336,-29215777.016048,0
93,185,753182867.475586,233728894.022769,0
94,186,371068106.039839,140676062.937545,0
95,189,1717405343.001936,-326946803.212707,0
96,190,2000348900.515975,-282402595.515388,0
97,193,2444420432.143991,124191186.563927,0
98,194,2455358748.491554,84897800.582167,0
99,197,1852703647.239072,337376826.491575,0
100,198,1997023342.848856,193502099.640027,0
101,201,2571213920.117240,78893262.376316,0
102,202,2420475157.191081,272903533.306786,0
103,205,2851913973.293746,183675029.770405,0
104,206,2535425514.638985,71205224.438135,0
105,209,1110590123.113641,160700416.211748,0
106,210,1199717209.721999,157649045.606510,0
107,213,1295804159.984251,129929234.232418,0
108,214,1265455173.528197,125319213.005138,0
109,217,913239353.090900,-238456153.763268,0
110,218,922989710.152062,-239025525.507003,0
111,221,701420264.148950,369332474.611331,0
112,222,813597959.538418,86375168.652416,0
113,225,853120664.048254,-316231605.146323,0
114,226,584372256.222608,-196749351.455711,0
115,229,586571096.472708,220945096.859707,0
116,230,610315913.940773,311223495.216558,0
117,233,2864882788.346216,23019084.097732,0
118,234,2880391364.300306,52146896.199294,0
119,237,679690400.682759,-98539749.523917,0
120,238,686598544.573552,-97357707.597644,0
121,241,1995480569.146970,-399657087.383103,0
122,242,2069612260.820214,-435495914.426352,0
123,245,1250685206.114447,-369831510.762820,0
124,246,1261187537.680235,-415852007.314898,0
125,249,679154874.797401,345100423.504604,0
126,250,699991510.341257,300732601.251630,0
127,253,1181926405.086179,354793206.169425,0
128,254,1039135091.856194,502953320.004986,0
129,257,2099215274.385660,-190504975.514519,0
130,258,2148170504.172689,-174911520.832070,0
131,261,1306710808.626830,-330632031.839681,0
132,262,1501890313.972078,-478188701.084043,0
133,265,1885074614.712945,-479484725.313819,0
134,266,2241721538.214858,-192487927.184912,0
135,269,1749829410.101183,334257584.226885,0
136,270,1774689679.030276,204589711.827664,0
137,273,2067348436.874674,-78551961.992988,0
138,274,2087379573.552789,-125757553.793634,0
139,277,2588265565.279922,-78834175.098613,0
140,278,2454917958.405025,105202452.740133,0
141,281,2320428038.389883,-63128413.556451,0
142,282,2326773779.231711,-317473402.220969,0
143,285,1904882243.870033,-385656597.916298,0
144,286,1903946980.706938,-425727172.576737,0
145,289,410141406.325110,-412704747.664382,0
146,290,384589364.738202,-410714045.307781,0
147,293,71070800.944867,-294889976.083481,0
148,294,201379186.666290,34230166.050755,0
149,297,97947312.202026,-82175748.556433,0
150,298,373691535.519820,27658460.066074,0
151,301,1938558644.750464,-395947320.267131,0
152,302,1966693443.395929,-397793227.904276,0
153,305,2113479930.766963,-142215756.168632,0
154,306,2000425961.548541,-252407178.913788,0
155,309,1668687790.029268,-105978984.352026,0
156,310,1526262270.839146,152249477.779398,0
157,313,2309848030.050459,159887577.096861,0
158,314,2390918659.454341,62288600.047186,0
159,317,1996906201.008573,-136259207.374878,0
160,318,1721070928.729058,152653274.342144,0
161,321,2182802193.210331,-161760241.242607,0
162,322,2149899837.490716,-134087569.353194,0
163,325,2409180147.914784,280873733.718766,0
164,326,2177354916.893121,250861043.738457,0
165,329,1253075882.841348,190496330.930909,0
166,330,1290234943.880641,295947112.587710,0
167,333,1105265141.829654,-3839493.269255,0
168,334,1080214963.215312,-26521005.718649,0
169,337,563053143.244160,-121013317.819626,0
170,338,399170950.882330,-120359590.187271,0
171,341,1930000413.616064,21597350.810681,0
172,342,1788139481.673835,-75668900.210317,0
173,345,2698608157.121333,227779209.011536,0
174,346,2698012587.804007,205194583.629008,0
175,349,2341713920.216967,112597441.262535,0
176,350,2480783609.538910,106274113.235749,0
177,353,366627125.527708,128995439.266112,0
178,354,183964038.096209,441903807.039659,0
179,357,2422886222.189314,-456994531.020384,0
180,358,2376899476.719734,-439817304.226660,0
181,361,1539874953.428265,98956967.355649,0
182,362,1591733887.444146,-245128162.377100,0
183,365,2351968831.140130,232719184.447610,0
184,366,2308686651.576483,451536191.713942,0
185,369,2226273543.865004,-296356280.115858,0
186,370,2453326045.109755,-182596007.535630,0
187,373,2234005325.630158,-14496673.132715,0
188,374,2301102750.004600,-24154000.714562,0
189,378,2111624400.775143,440763369.802774,0
190,379,1971422838.722104,230930282.211780,0
191,380,1640857972.248454,303588963.266252,0
192,383,836569826.882135,-101428583.529557,0
193,384,835322503.150762,-70558625.522638,0
194,385,832589814.505085,-101613284.455496,0
195,388,2501227368.478777,21823642.395762,0
196,389,2530266233.972417,-71173611.965588,0
197,390,2512754582.255412,-44357818.025732,0
198,393,2712636746.329371,206424077.267783,0
199,394,2746168189.706542,232532217.022915,0
200,395,2751932134.981124,245972699.450444,0
201,398,2473793468.292360,79247942.102862,0
202,399,2444807440.227243,50752735.594855,0
203,400,2484200509.508320,13008302.209920,0
204,403,1582422920.541517,-28104296.145091,0
205,404,1644154933.646452,51367073.567178,0
206,405,1737155625.514753,-140795692.307970,0
207,408,497616598.213645,-162597683.299855,0
208,409,637708205.187831,-172132309.733983,0
209,410,395399269.556412,-234649736.632975,0
210,413,1842132524.257495,274965382.475596,0
211,414,1919950757.226196,308871789.898206,0
212,415,1905705628.967439,266701979.687399,0
213,418,929928606.191652,168728481.374581,0
214,419,797211793.552365,406523353.720207,0
215,420,951764417.705482,40978560.519025,0
216,423,536342761.718586,402006847.454948,0
217,424,275628273.569288,477817765.172532,0
218,425,165090266.473013,381516240.339726,0
219,428,2611164026.923045,-376486314.176080,0
220,429,2822775099.019006,-194650991.004654,0
221,430,2754998054.186558,-312768512.611003,0
222,433,1633895375.559750,-13132877.028444,0
223,434,1593577860.581980,51997096.616615,0
224,435,1704218753.434413,44011070.698621,0
225,438,666059993.119919,271313341.579064,0
226,439,664704799.408651,203240552.019739,0
227,440,680961249.777914,227460942.828292,0
228,443,1246012342.326045,-22897453.495324,0
229,444,1481853760.320795,-109683547.765894,0
230,445,1547309644.279632,-9924876.935859,0
231,448,2371762126.469907,-88460379.833800,0
232,449,2481162300.760654,-86903616.583950,0
233,450,2918925066.770048,148152946.392561,0
234,453,2070228428.555135,368447763.320717,0
235,454,2036007054.900737,214118181.612806,0
236,455,2035601537.798258,216934866.360227,0
237,458,164005624.594399,-216960456.955769,0
238,459,548666833.553645,-306897094.409288,0
239,460,471440425.683395,-212890763.375320,0
240,463,2408877719.650764,-204685363.225363,0
241,464,2435752165.196460,-268934227.151212,0
242,465,2273279275.252045,-187703281.802049,0
243,468,817380998.893517,-395139639.712623,0
244,469,722952914.741964,-353430217.833356,0
245,470,861659119.003610,-173253668.965509,0
246,473,432429476.262528,49432540.950062,0
247,474,462794032.741463,27762754.752325,0
248,475,817453242.307939,-228979299.965304,0
249,478,166133867.613348,-218293038.475886,0
250,479,191038515.763555,-151343431.519652,0
251,480,144805980.311396,-153275913.330520,0
252,483,582041613.830735,-315431991.374256,0
253,484,256360429.106168,-293765987.578562,0
254,485,285574145.304727,-70132686.281491,0
255,488,2427456378.535284,59403615.785897,0
256,489,2638366351.981657,-33819700.338598,0
257,490,2747801443.734169,-148322465.697726,0
258,493,2749963238.049232,262338211.160716,0
259,494,2933428460.161456,133576778.732405,0
260,495,2638250963.724556,165941980.902603,0
261,498,1420091425.721271,24251630.689353,0
262,499,1327579968.727705,-109729669.883624,0
263,500,1405407156.180106,-82423585.999172,0
264,503,2591905060.398234,-75561112.497720,0
265,504,2530726179.634754,-34887575.613047,0
266,505,2527338961.889356,-34599717.120199,0
267,508,1546031247.259244,208498452.765712,0
268,509,1407440304.800765,145642033.071408,0
269,510,1352299243.293863,115426738.643291,0
270,513,1018900070.889985,-168135928.178093,0
271,514,1155582094.755350,-116858548.931834,0
272,515,908105365.501910,-87646236.889182,0
273,518,921268508.314436,-269589666.189987,0
274,519,1002615744.771150,-317089413.047909,0
275,520,992948363.290141,-317093869.360867,0
276,523,521928990.545001,-115742356.090722,0
277,524,368213660.809927,161899266.860874,0
278,525,341762281.531199,374819385.657188,0
279,528,129821006.445870,-16781088.771466,0
280,529,342244386.223876,346107997.415499,0
281,530,403982033.697740,190672054.978847,0
282,533,1569529006.300868,-19539916.176690,0
283,534,1568115644.232910,-123135995.994846,0
284,535,1625100273.238168,-208514746.308405,0
285,538,2265855656.408875,96685488.260084,0
286,539,2508508274.002633,386699765.565471,0
287,540,2173913024.278505,371799293.909605,0
288,543,1336516959.779155,-34877127.707199,0
289,544,1323318264.663248,-83977748.791130,0
290,545,1331440108.648671,-81241260.141429,0
291,548,161137255.851810,-263421099.791212,0
292,549,181254928.956526,-250422157.838271,0
293,550,160407287.703326,-260152166.767548,0
294,553,530652691.033616,451112253.858697,0
295,554,450737568.939163,460338405.440493,0
296,555,457194816.623379,369579844.295304,0
297,558,1522768043.892351,-181448525.270455,0
298,559,1836524031.265553,-280673472.443265,0
299,560,1922111742.351663,-88373953.281241,0
300,563,2486030474.465547,-167523109.307417,0
301,564,2459679849.980160,-121394301.703888,0
302,565,2452370893.877491,-186685951.878419,0
303,568,628196098.701259,-392884432.082856,0
304,569,903277072.680409,-229479421.894635,0
305,570,852210723.922536,-233642296.359977,0
306,573,502245473.564808,-62948419.933016,0
307,574,344119314.497326,26029327.982288,0
308,575,372510492.620240,264877574.415433,0
309,578,1311609823.527441,307686834.580417,0
310,579,1230113140.112195,312099697.745305,0
311,580,1381881536.532238,292405279.778242,0
312,583,2599678972.080238,76922027.230976,0
313,584,2593842562.773484,172492441.751176,0
314,585,2603763388.257349,76523067.672771,0
315,588,2424265645.810794,-267543733.472856,0
316,589,2306164650.483365,-360529974.012263,0
317,590,2024046221.229171,-421171271.363876,0
318,593,809361361.518376,-11884233.493787,0
319,594,860982624.947330,-45743012.632394,0
320,595,652808601.100962,-80524911.250784,0
321,598,1422444339.219615,-60149820.643342,0
322,599,1332931977.437905,-150846816.458175,0
323,600,1289130119.840830,-123692944.890064,0
324,603,2043874274.356382,42219365.168754,0
325,604,2059918225.937096,48663434.390178,0
326,605,2126956951.807833,92894770.292070,0
327,608,2692711859.878962,-9409036.337523,0
328,609,2754642252.433159,-47638438.909460,0
329,610,2461777446.733073,29039729.846062,0
330,613,699108932.542449,338271574.149310,0
331,614,1022758401.788901,451095419.191187,0
332,615,1299647905.910625,338800012.729505,0
333,618,2507969573.324913,-407049437.242536,0
334,619,2628893895.345655,-404772736.066363,0
335,620,2705146379.050700,-217133284.190427,0
336,623,2680268070.403048,146780881.058670,0
337,624,2209111665.654700,-185790903.152710,0
338,625,1953120394.489893,-151978043.421374,0
339,628,2504827551.201152,-192534733.047948,0
340,629,2490783644.189845,-185906457.500169,0
341,630,2545571740.714976,-86926972.680030,0
342,633,408124373.890368,-106580590.958891,0
343,634,478108094.305707,-36278664.420289,0
344,635,491392442.926201,-247929127.259873,0
345,638,1224364473.811123,-250221587.164202,0
346,639,1164098485.801423,-403224026.584026,0
347,640,1131132783.338132,-332711243.932742,0
348,643,537238762.704460,-46209271.835779,0
349,644,521876566.634833,12065705.673553,0
350,645,201410740.158862,91671393.841536,0
351,648,2074649809.588233,-139908618.427761,0
352,649,2322502791.263897,-122380106.456219,0
353,650,2520703724.211233,-211803556.398702,0
354,653,2712360563.744151,67424292.159597,0
355,654,2419060730.622669,-11405344.893948,0
356,655,2525664146.829444,-66991209.417725,0
357,658,2796174365.355744,-286082036.200405,0
358,659,2765566040.594245,-245275135.635886,0
359,660,2756278973.017378,-150640526.172751,0
360,663,636456135.705001,92518974.281002,0
361,664,557369705.698829,121392450.465901,0
362,665,744293711.804860,412429309.464569,0
363,668,321928739.975466,95542733.008002,0
364,669,414259578.657828,-130806736.900393,0
365,670,488984767.551570,-195667109.028186,0
366,673,254432990.232028,72400545.562034,0
367,674,225160791.013394,65304108.782163,0
368,675,259374384.001458,43511917.449524,0
369,678,2183721382.098146,261039453.487593,0
370,679,2194782159.248631,245935448.667827,0
371,680,2170758249.847137,200486456.474029,0
372,683,1026873019.068266,108156155.155816,0
373,684,874588985.398235,203665016.975902,0
374,685,931045828.364031,286047798.809856,0
375,688,1818779009.255146,-435488094.857729,0
376,689,2067502046.859912,-267206234.602585,0
377,690,2087099215.492947,-141620238.666109,0
378,693,1478582088.870216,-312607087.812777,0
379,694,1501406524.964919,-355071402.358985,0
380,695,1569002704.408791,-370751097.508589,0
381,698,433053433.980867,390999162.744263,0
382,699,424596387.680747,388984782.187797,0
383,700,444319269.118746,370608914.510444,0
384,703,1257057344.296575,-435405593.026273,0
385,704,1351045125.184720,-423161849.475577,0
386,705,1219084863.488805,-476122284.986737,0
387,708,1107901498.025257,70365580.886870,0
388,709,766459174.928584,65597064.401706,0
389,710,781102684.742336,-76433325.153675,0
390,713,2784164771.016968,-49065856.333730,0
391,714,2810196802.556946,37297422.315825,0
392,715,2939293680.240678,14391864.341654,0
393,718,735854526.532637,140273053.969626,0
394,719,672626520.862412,198714878.595740,0
395,720,1053477106.519050,351383878.249469,0
396,723,1454920576.205145,191716324.841399,0
397,724,1581579619.441906,272499980.509011,0
398,725,1581131429.848186,294690407.751625,0
399,728,703278355.317937,-464479484.858856,0
400,729,497219328.517315,-71019690.592926,0
401,730,493784797.888039,-107505478.730000,0
402,733,277391578.200096,-43123685.780572,0
403,734,226836965.789572,-15243382.202502,0
404,735,251453935.081000,-95888223.193665,0
405,738,2376564068.224956,-87535925.362297,0
406,739,2626331958.960669,-110671774.740938,0
407,740,2475552170.961372,-259002195.798890,0
408,743,190000301.850557,-100363041.852440,0
409,744,307078406.635087,-104146938.485169,0
410,745,270488782.461933,43044956.374974,0
411,749,2344138954.188049,354062418.275911,0
412,750,2559417975.559459,210297051.723698,0
413,751,2578385947.233413,405079912.449902,0
414,752,2505479730.427630,226224775.687183,0
415,755,2217721760.144963,-306876651.656460,0
416,756,2227539306.829134,-270305860.265134,0
417,757,2097825156.408450,-428393933.736956,0
418,758,2410913510.741341,-301891840.995112,0
419,761,328097879.160330,-339251355.083189,0
420,762,441188449.143848,-377162813.928610,0
421,763,389342574.949119,-314014103.286756,0
422,764,341134948.324110,-374595651.899346,0
423,767,1908441969.257111,23355736.400693,0
424,768,1942836838.271708,64946647.882982,0
425,769,1841381844.091254,165087761.262631,0
426,770,2029194901.549177,500262055.654323,0
427,773,1136200877.986441,-2600791.762637,0
428,774,1031287824.015794,79982385.854028,0
429,775,1060764140.138409,15775819.150946,0
430,776,1039060419.202140,49462460.244414,0
431,779,229246932.184300,-271135883.614106,0
432,780,163304489.179998,-276010756.917147,0
433,781,223049282.560174,-208295571.808688,0
434,782,212060461.104055,-321689077.019552,0
435,785,2672569185.363369,343275160.708737,0
436,786,2679155525.619424,321730870.311273,0
437,787,2740446234.987329,320837694.096699,0
438,788,2783762646.323880,303876454.458600,0
439,791,706939786.244379,-191951374.562619,0
440,792,467072812.411340,-490549649.972314,0
441,793,700954118.667808,-374207649.435010,0
442,794,754322118.706502,-429993455.083997,0
443,797,2470834129.671937,433718468.194162,0
444,798,2462003621.534965,321804987.669304,0
445,799,2630775273.720332,201371242.221317,0
446,800,2329238921.745761,288450375.480923,0
447,803,1030842583.271328,374358808.825589,0
448,804,1119113432.461927,362475579.791838,0
449,805,929994033.431425,234923288.880865,0
450,806,839174132.983561,125223525.868062,0
451,809,2080586184.944089,-314224917.769814,0
452,810,2103049686.816540,-284877718.284457,0
453,811,1955628465.318715,-198644961.901385,0
454,812,1695467303.458499,-141586774.227634,0
455,815,885415112.965569,246261481.420479,0
456,816,934893990.021052,188353081.768116,0
457,817,967571038.358228,222546053.340894,0
458,818,931418532.972286,205906245.144571,0
459,821,1878252754.868928,345177124.518266,0
460,822,1838754929.323936,417500795.854279,0
461,823,1572607357.820671,306822798.487114,0
462,824,2086715801.560236,491241306.600662,0
463,827,2278707491.288451,419075844.521910,0
464,828,2503388501.969966,289228267.011467,0
465,829,2643158436.018095,297265163.219554,0
466,830,2482216851.485218,447986234.078062,0
467,833,591611315.329897,-330717775.220745,0
468,834,564709981.136541,-343777597.266170,0
469,835,594325236.388607,-323270596.624433,0
470,836,602100894.147410,-334178475.133427,0
471,839,2559633837.078217,165224835.516361,0
472,840,2635044244.679162,-140458067.421361,0
473,841,2883644400.089087,-136806734.803375,0
474,842,2652240258.418179,-40885391.323706,0
475,845,968798771.665458,222758932.565078,0
476,846,1051119365.302965,113514219.743233,0
477,847,1162662134.037381,-123652178.839528,0
478,848,1169426725.686705,-275447764.201817,0
479,851,897569812.436583,43953634.973397,0
480,852,904755060.853573,61709912.308441,0
481,853,868330665.934192,114878111.720977,0
482,854,817037049.081704,121306799.858621,0
483,857,1947293467.092535,115940169.832604,0
484,858,2114360337.072911,152851882.752515,0
485,859,1965737256.754292,321284945.854922,0
486,860,1813872386.976115,335943704.235642,0
487,863,1206565222.279980,-81644147.864650,0
488,864,1142223324.862372,-178280083.074776,0
489,865,1343736099.650346,-187823901.734281,0
490,866,1171790131.507413,6804869.204997,0
491,869,373672039.982001,-141044121.410955,0
492,870,331807040.268370,-189575326.465464,0
493,871,339745712.500576,-127812678.230974,0
494,872,356783536.199485,-136864897.167662,0
495,875,377972946.371773,-309665429.429032,0
496,876,358995165.990695,-354433758.506476,0
497,877,336308667.174663,-255536231.582539,0
498,878,370068339.076909,-264923846.952839,0
499,881,169397100.675964,97945745.926738,0
500,882,257325223.914373,-91693338.406823,0
501,883,143160708.617628,-67098203.302663,0
502,884,287475302.995278,124201592.786888,0
503,887,986397120.686712,-212097953.178458,0
504,888,1016319765.666735,-399063839.207077,0
505,889,1027037391.320023,-211826125.368835,0
506,890,966982731.636325,-286446000.725900,0
507,893,1515349391.705071,-22776648.622651,0
508,894,1577763610.653610,21970293.915672,0
509,895,1585474784.880188,22197488.933600,0
510,896,1529887573.853108,28326231.235360,0
511,899,1862929803.338989,-76415846.189529,0
512,900,1913239999.354941,-49600159.234321,0
513,901,1829166033.765035,-134106328.468128,0
514,902,1916594950.849628,-169644465.429494,0
515,905,2201232587.050200,-348647934.959183,0
516,906,2184100122.383667,-335898349.524565,0
517,907,2198633576.328042,-305717660.015196,0
518,908,2026112074.779932,-415661484.926583,0
519,911,1225515984.819005,1813202.937887,0
520,912,1210441063.221951,-8267879.296793,0
521,913,1183065137.790001,-5248418.223480,0
522,914,1132466166.943596,15975490.616022,0
523,917,345342504.264095,-10974083.675141,0
524,918,336813437.741706,-278230321.191382,0
525,919,300465898.102352,150570645.794969,0
526,920,264582047.329476,256060760.609267,0
527,923,1689725723.441702,-221071723.131036,0
528,924,1664603679.024819,-192857054.716489,0
529,925,1671690718.555461,-202840650.040517,0
530,926,1657753898.821282,-160350217.325112,0
531,929,1107030623.304552,15288479.492458,0
532,930,1151620616.103611,12837997.088765,0
533,931,1065999701.639326,-47705240.611724,0
534,932,1071262277.403382,32081589.600474,0
535,935,2536140523.747446,460605424.200290,0
536,936,2499891894.117755,398875924.318849,0
537,937,2385743329.946501,358882158.090729,0
538,938,2445847372.624808,411182705.988242,0
539,941,608108800.593128,-280270317.113530,0
540,942,528898707.995586,-16549233.393709,0
541,943,673819874.734191,60184511.487118,0
542,944,736162566.584336,121991467.173468,0
543,947,2063808294.292818,220563891.120417,0
544,948,1813471862.212982,293096332.198156,0
545,949,1540652891.478561,404652831.141624,0
546,950,1706770239.789840,145295426.384888,0
547,953,2496603693.473904,-270216133.382796,0
548,954,2315757563.054609,-291117095.894497,0
549,955,2243912797.972663,-43981709.422900,0
550,956,2407436791.209835,-11359861.436037,0
551,959,194222865.945145,-4123937.750460,0
552,960,196904169.821227,30151284.461290,0
553,961,141108839.045956,27486354.658956,0
554,962,177572079.428637,16857755.248275,0
555,965,2089398999.956125,-200225385.789540,0
556,966,2064603384.194212,-255094535.592425,0
557,967,2032184969.275689,-200241926.306024,0
558,968,1971523263.065734,-217351552.789546,0
559,971,1092220678.113511,-140835619.789905,0
560,972,1115726847.933053,-113204978.045526,0
561,973,1102703009.876786,-111883423.849998,0
562,974,1109046864.264851,-132296922.336339,0
563,977,1248870657.424429,368503009.688283,0
564,978,1349414188.539319,56176478.678701,0
565,979,1148510286.652923,-333050344.433274,0
566,980,970365380.796960,-31587448.825066,0
567,983,473610608.131937,-394179689.542664,0
568,984,476180666.093783,-374942855.312088,0
569,985,480328960.830719,-329898255.689755,0
570,986,455666040.248841,-522973874.791065,0
571,989,2598510617.662474,-6453676.128851,0
572,990,2581255518.278984,143427742.216117,0
573,991,2565612017.514139,-68344409.079539,0
574,992,2353535255.856349,79413358.050508,0
575,995,919681923.790396,7053728.257738,0
576,996,887967907.827612,121309852.217954,0
577,997,851705437.230830,48677329.328216,0
578,998,841000757.782040,16532723.298534,0
579,1001,1293573661.181697,-377718637.656676,0
580,1002,1158429195.008513,-338787639.960840,0
581,1003,1126673819.059124,-9928707.998668,0
582,1004,1159245363.257169,-3382528.802411,0
583,1007,2782712021.974296,-249861291.735850,0
584,1008,2847617812.296374,-246721842.025332,0
585,1009,2870383232.245911,-184711995.455744,0
586,1010,2792115232.436183,-193855535.990063,0
587,1013,963194831.238878,305384554.566613,0
588,1014,982865424.073967,332726982.537662,0
589,1015,987648181.431080,307069245.298795,0
590,1016,927414699.532842,345173851.452098,0
591,1019,671431838.309119,319693706.175153,0
592,1020,668532054.042863,276530590.695165,0
593,1021,458756167.805573,295357195.160545,0
594,1022,268269920.762885,365287785.878268,0
595,1025,2688634258.026149,100718222.968077,0
596,1026,2793832428.029542,184250347.372515,0
597,1027,2832521244.530319,136420700.797098,0
598,1028,2769193266.953253,183593789.223576,0
599,1031,2613256213.108222,-336842870.914740,0
600,1032,2547365679.570899,-383100077.608657,0
601,1033,2633059375.860204,-307766323.070012,0
602,1034,2559780325.153407,-373503259.403433,0
603,1037,2047000813.134990,-324481183.499719,0
604,1038,2121575550.713363,-313187411.213573,0
605,1039,2226985585.978989,-155383670.284922,0
606,1040,2188162469.359722,-76153732.533751,0
607,1043,2728935970.595072,-73714650.299470,0
608,1044,2667480492.220848,366949193.920207,0
609,1045,2600740560.543338,303728884.468312,0
610,1046,2674681838.096502,200099660.235757,0
611,1049,2398755665.312092,96835923.327810,0
612,1050,2515906128.940275,215400872.753366,0
613,1051,2658310801.720825,-166252492.868183,0
614,1052,2459523795.764352,-66033749.401890,0
615,1055,1832546942.483703,367689074.927096,0
616,1056,1789531232.138626,438512908.105159,0
617,1057,1784564344.089128,377453759.897684,0
618,1058,1815585764.594987,400756525.082498,0
619,1061,1355731881.482175,314273143.436760,0
620,1062,1387132285.909853,74973366.273758,0
621,1063,1267857286.749622,191059479.718484,0
622,1064,1153173442.083509,536558963.037644,0
623,1067,2592617551.498020,-148820254.332985,0
624,1068,2566653860.583419,-158001364.554676,0
625,1069,2575612096.733845,-231408329.705813,0
626,1070,2551734729.599567,-167433261.532609,0
627,1073,901126954.274208,-459095370.407759,0
628,1074,1085108323.472714,-490918636.031846,0
629,1075,1039952977.223305,-389617520.157046,0
630,1076,986151261.173636,-468239424.192575,0
631,1079,1345707251.291745,-357470519.344644,0
632,1080,1526364464.836354,-428470516.859761,0
633,1081,1508525396.093504,-512827009.022566,0
634,1082,1512378888.440134,-485769018.476031,0
635,1085,2592664818.072853,-136566004.405934,0
636,1086,2610433728.047432,-145671339.019319,0
637,1087,2596177526.335487,-125784400.805128,0
638,1088,2466709390.328230,-40644394.326039,0
639,1091,421540939.479236,-432105826.036117,0
640,1092,484673533.651165,-323677179.898581,0
641,1093,126792856.073502,56243223.686852,0
642,1094,119066334.227413,6307402.697753,0
643,1097,2862365646.055161,268959805.452809,0
644,1098,2724664998.168711,-310237011.563706,0
645,1099,2713113868.002685,64275236.076941,0
646,1100,2823835021.815278,-218514515.062871,0
647,1104,2473838284.073017,-118363940.216957,0
648,1105,2347203309.487087,-26400619.256936,0
649,1106,2374266651.967079,-38873041.587338,0
650,1107,2370701898.141132,-106730831.202440,0
651,1108,2322480053.848945,-38130881.278884,0
652,1111,1731294134.658228,209236158.982224,0
653,1112,1746834932.892364,199515349.411116,0
654,1113,1730929356.371420,164510431.727359,0
